time_date,sampleID,replicate,treatment,genus,species,site,PAMID,F,Fm,Y,colonyID,collection.depth,bleaching.score,tank,rack,rack.position,size,Region,Sector,Shelf
18/01/2019,1628,1,Ambient,Pocillopora,damicornis,13-123,1382,184,497,0.63,13-123_9,6.2,5,6,21,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1628,2,Ambient,Pocillopora,damicornis,13-123,1383,217,583,0.628,13-123_9,6.2,5,6,21,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1630,1,Ambient,Pocillopora,damicornis,13-123,1386,218,738,0.705,13-123_21,5.6,5,6,21,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1630,2,Ambient,Pocillopora,damicornis,13-123,1387,276,950,0.709,13-123_21,5.6,5,6,21,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1596,1,Ambient,Pocillopora,damicornis,13-123,1393,148,480,0.692,13-123_25,7.5,5,7,10,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1596,2,Ambient,Pocillopora,damicornis,13-123,1394,128,373,0.657,13-123_25,7.5,5,7,10,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1598,1,Ambient,Pocillopora,damicornis,13-123,1397,140,448,0.688,13-123_6,4.7,5,7,10,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1598,2,Ambient,Pocillopora,damicornis,13-123,1398,100,257,0.611,13-123_6,4.7,5,7,10,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1600,1,Ambient,Pocillopora,damicornis,13-123,1401,135,390,0.654,13-123_9,6.2,5,7,10,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1600,2,Ambient,Pocillopora,damicornis,13-123,1402,177,470,0.623,13-123_9,6.2,5,7,10,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1602,1,Ambient,Pocillopora,damicornis,13-123,1405,199,665,0.701,13-123_21,5.6,5,7,10,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1602,2,Ambient,Pocillopora,damicornis,13-123,1406,139,441,0.685,13-123_21,5.6,5,7,10,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1614,1,Ambient,Pocillopora,damicornis,13-123,1412,212,622,0.659,13-123_27,7.1,5,7,19,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1614,2,Ambient,Pocillopora,damicornis,13-123,1413,174,504,0.655,13-123_27,7.1,5,7,19,2,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1616,1,Ambient,Pocillopora,damicornis,13-123,1416,230,640,0.641,13-123_26,8.3,5,7,19,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1616,2,Ambient,Pocillopora,damicornis,13-123,1417,260,887,0.707,13-123_26,8.3,5,7,19,4,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1618,1,Ambient,Pocillopora,damicornis,13-123,1420,336,1039,0.677,13-123_28,6.1,5,7,19,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1620,1,Ambient,Pocillopora,damicornis,13-123,1423,187,573,0.674,13-123_11,5.3,5,7,19,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1620,2,Ambient,Pocillopora,damicornis,13-123,1424,254,816,0.689,13-123_11,5.3,5,7,19,8,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1622,1,Ambient,Pocillopora,damicornis,13-123,1427,173,574,0.699,13-123_7,4.3,5,7,19,10,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1622,2,Ambient,Pocillopora,damicornis,13-123,1428,175,503,0.652,13-123_7,4.3,5,7,19,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1346,1,Ambient,Acropora,tenuis,13-123,2587,216,640,0.663,13-123_3,4,4,5,21,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1346,2,Ambient,Acropora,tenuis,13-123,2588,137,441,0.689,13-123_3,4,4,5,21,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1348,1,Ambient,Acropora,tenuis,13-123,2591,272,843,0.677,13-123_4,5.6,4,5,21,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1348,2,Ambient,Acropora,tenuis,13-123,2592,311,914,0.66,13-123_4,5.6,4,5,21,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1288,1,Ambient,Acropora,tenuis,13-123,2628,187,600,0.688,13-123_3,4,4,6,2,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1288,2,Ambient,Acropora,tenuis,13-123,2629,139,426,0.674,13-123_3,4,4,6,2,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1290,1,Ambient,Acropora,tenuis,13-123,2632,283,800,0.646,13-123_4,5.6,4,6,2,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1290,2,Ambient,Acropora,tenuis,13-123,2633,185,602,0.693,13-123_4,5.6,4,6,2,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1366,1,Ambient,Acropora,tenuis,13-123,2670,157,586,0.732,13-123_3,4,4,7,26,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1366,2,Ambient,Acropora,tenuis,13-123,2671,216,642,0.664,13-123_3,4,4,7,26,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1368,1,Ambient,Acropora,tenuis,13-123,2674,337,920,0.634,13-123_4,5.6,4,7,26,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1368,2,Ambient,Acropora,tenuis,13-123,2675,357,936,0.619,13-123_4,5.6,4,7,26,10,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1324,1,Ambient,Acropora,tenuis,13-123,2533,263,808,0.675,13-123_5,4,5,5,16,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1324,2,Ambient,Acropora,tenuis,13-123,2534,263,816,0.678,13-123_5,4,5,5,16,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1326,1,Ambient,Acropora,tenuis,13-123,2537,292,839,0.652,13-123_22,6.2,5,5,16,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1326,2,Ambient,Acropora,tenuis,13-123,2538,249,760,0.672,13-123_22,6.2,5,5,16,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1328,1,Ambient,Acropora,tenuis,13-123,2541,301,873,0.655,13-123_23,6.4,5,5,16,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1328,2,Ambient,Acropora,tenuis,13-123,2542,248,745,0.667,13-123_23,6.4,5,5,16,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1330,1,Ambient,Acropora,tenuis,13-123,2545,266,809,0.671,13-123_24,7.4,5,5,16,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1330,2,Ambient,Acropora,tenuis,13-123,2546,215,644,0.666,13-123_24,7.4,5,5,16,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1340,1,Ambient,Acropora,tenuis,13-123,2575,315,965,0.674,13-123_29,5.7,5,5,21,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1340,2,Ambient,Acropora,tenuis,13-123,2576,262,812,0.677,13-123_29,5.7,5,5,21,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1342,1,Ambient,Acropora,tenuis,13-123,2579,268,845,0.683,13-123_1,3.8,5,5,21,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1342,2,Ambient,Acropora,tenuis,13-123,2580,239,767,0.688,13-123_1,3.8,5,5,21,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1344,1,Ambient,Acropora,tenuis,13-123,2583,256,769,0.667,13-123_2,4.1,5,5,21,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1344,2,Ambient,Acropora,tenuis,13-123,2584,220,647,0.66,13-123_2,4.1,5,5,21,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1300,1,Ambient,Acropora,tenuis,13-123,2598,248,776,0.68,13-123_5,4,5,6,5,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1300,2,Ambient,Acropora,tenuis,13-123,2599,278,868,0.68,13-123_5,4,5,6,5,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1302,1,Ambient,Acropora,tenuis,13-123,2602,225,661,0.66,13-123_22,6.2,5,6,5,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1302,2,Ambient,Acropora,tenuis,13-123,2603,290,827,0.649,13-123_22,6.2,5,6,5,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1304,1,Ambient,Acropora,tenuis,13-123,2606,238,668,0.644,13-123_23,6.4,5,6,5,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1304,2,Ambient,Acropora,tenuis,13-123,2607,237,647,0.634,13-123_23,6.4,5,6,5,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1306,1,Ambient,Acropora,tenuis,13-123,2610,186,531,0.65,13-123_24,7.4,5,6,5,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1306,2,Ambient,Acropora,tenuis,13-123,2611,219,605,0.638,13-123_24,7.4,5,6,5,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1282,1,Ambient,Acropora,tenuis,13-123,2616,292,920,0.683,13-123_29,5.7,5,6,2,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1282,2,Ambient,Acropora,tenuis,13-123,2617,304,967,0.686,13-123_29,5.7,5,6,2,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1284,1,Ambient,Acropora,tenuis,13-123,2620,203,634,0.68,13-123_1,3.8,5,6,2,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1284,2,Ambient,Acropora,tenuis,13-123,2621,186,587,0.683,13-123_1,3.8,5,6,2,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1286,1,Ambient,Acropora,tenuis,13-123,2624,192,599,0.679,13-123_2,4.1,5,6,2,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1286,2,Ambient,Acropora,tenuis,13-123,2625,160,488,0.672,13-123_2,4.1,5,6,2,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1292,1,Ambient,Acropora,tenuis,13-123,2639,311,937,0.668,13-123_5,4,5,7,3,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1292,2,Ambient,Acropora,tenuis,13-123,2640,289,922,0.687,13-123_5,4,5,7,3,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1294,1,Ambient,Acropora,tenuis,13-123,2643,317,934,0.661,13-123_22,6.2,5,7,3,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1294,2,Ambient,Acropora,tenuis,13-123,2644,197,566,0.652,13-123_22,6.2,5,7,3,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1296,1,Ambient,Acropora,tenuis,13-123,2647,258,775,0.667,13-123_23,6.4,5,7,3,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1296,2,Ambient,Acropora,tenuis,13-123,2648,230,671,0.657,13-123_23,6.4,5,7,3,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1298,1,Ambient,Acropora,tenuis,13-123,2651,248,765,0.676,13-123_24,7.4,5,7,3,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1298,2,Ambient,Acropora,tenuis,13-123,2652,300,913,0.671,13-123_24,7.4,5,7,3,8,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1360,1,Ambient,Acropora,tenuis,13-123,2658,381,1152,0.669,13-123_29,5.7,5,7,26,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1360,2,Ambient,Acropora,tenuis,13-123,2659,342,1055,0.676,13-123_29,5.7,5,7,26,2,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1362,1,Ambient,Acropora,tenuis,13-123,2662,248,773,0.679,13-123_1,3.8,5,7,26,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1362,2,Ambient,Acropora,tenuis,13-123,2663,236,779,0.697,13-123_1,3.8,5,7,26,4,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1364,1,Ambient,Acropora,tenuis,13-123,2666,204,641,0.682,13-123_2,4.1,5,7,26,6,Small,Northern GBR,Princess Charlotte,Mid
16/01/2019,1364,2,Ambient,Acropora,tenuis,13-123,2667,195,583,0.666,13-123_2,4.1,5,7,26,6,Small,Northern GBR,Princess Charlotte,Mid
18/01/2019,1551,1,High,Pocillopora,damicornis,13-123,1183,7,22,-,13-123_25,7.5,5,2,1,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1551,2,High,Pocillopora,damicornis,13-123,1184,18,29,-,13-123_25,7.5,5,2,1,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1553,1,High,Pocillopora,damicornis,13-123,1188,89,255,0.651,13-123_6,4.7,5,2,1,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1553,2,High,Pocillopora,damicornis,13-123,1189,138,359,0.616,13-123_6,4.7,5,2,1,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1555,1,High,Pocillopora,damicornis,13-123,1192,82,156,0.474,13-123_9,6.2,5,2,1,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1555,2,High,Pocillopora,damicornis,13-123,1193,30,59,0.492,13-123_9,6.2,5,2,1,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1557,1,High,Pocillopora,damicornis,13-123,1196,63,127,0.504,13-123_21,5.6,5,2,1,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1557,2,High,Pocillopora,damicornis,13-123,1197,67,147,0.544,13-123_21,5.6,5,2,1,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1585,1,High,Pocillopora,damicornis,13-123,1202,159,353,0.55,13-123_27,7.1,5,2,7,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1585,2,High,Pocillopora,damicornis,13-123,1203,166,405,0.59,13-123_27,7.1,5,2,7,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1587,1,High,Pocillopora,damicornis,13-123,1206,29,39,-,13-123_26,8.3,5,2,7,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1587,2,High,Pocillopora,damicornis,13-123,1207,54,107,0.495,13-123_26,8.3,5,2,7,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1589,1,High,Pocillopora,damicornis,13-123,1210,218,396,0.449,13-123_28,6.1,5,2,7,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1589,2,High,Pocillopora,damicornis,13-123,1211,324,907,0.643,13-123_28,6.1,5,2,7,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1591,1,High,Pocillopora,damicornis,13-123,1214,163,460,0.646,13-123_11,5.3,5,2,7,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1591,2,High,Pocillopora,damicornis,13-123,1215,103,287,0.641,13-123_11,5.3,5,2,7,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1593,1,High,Pocillopora,damicornis,13-123,1218,51,157,0.675,13-123_7,4.3,5,2,7,9,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1593,2,High,Pocillopora,damicornis,13-123,1219,151,477,0.683,13-123_7,4.3,5,2,7,9,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1641,1,High,Pocillopora,damicornis,13-123,1225,15,20,-,13-123_25,7.5,5,3,25,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1641,2,High,Pocillopora,damicornis,13-123,1226,12,21,-,13-123_25,7.5,5,3,25,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1643,1,High,Pocillopora,damicornis,13-123,1229,56,191,0.707,13-123_6,4.7,5,3,25,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1643,2,High,Pocillopora,damicornis,13-123,1230,129,371,0.652,13-123_6,4.7,5,3,25,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1645,1,High,Pocillopora,damicornis,13-123,1233,118,249,0.526,13-123_9,6.2,5,3,25,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1645,2,High,Pocillopora,damicornis,13-123,1234,119,247,0.518,13-123_9,6.2,5,3,25,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1647,1,High,Pocillopora,damicornis,13-123,1237,111,305,0.636,13-123_21,5.6,5,3,25,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1647,2,High,Pocillopora,damicornis,13-123,1238,41,105,0.61,13-123_21,5.6,5,3,25,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1603,1,High,Pocillopora,damicornis,13-123,1243,41,114,0.64,13-123_27,7.1,5,3,16,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1603,2,High,Pocillopora,damicornis,13-123,1244,104,255,0.592,13-123_27,7.1,5,3,16,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1605,1,High,Pocillopora,damicornis,13-123,1247,38,57,0.333,13-123_26,8.3,5,3,16,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1605,2,High,Pocillopora,damicornis,13-123,1248,24,49,-,13-123_26,8.3,5,3,16,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1607,1,High,Pocillopora,damicornis,13-123,1251,90,177,0.492,13-123_28,6.1,5,3,16,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1607,2,High,Pocillopora,damicornis,13-123,1252,142,278,0.489,13-123_28,6.1,5,3,16,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1609,1,High,Pocillopora,damicornis,13-123,1256,62,150,0.587,13-123_11,5.3,5,3,16,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1609,2,High,Pocillopora,damicornis,13-123,1257,122,337,0.638,13-123_11,5.3,5,3,16,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1611,1,High,Pocillopora,damicornis,13-123,1260,58,139,0.583,13-123_7,4.3,5,3,16,9,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1611,2,High,Pocillopora,damicornis,13-123,1261,43,128,0.664,13-123_7,4.3,5,3,16,9,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1567,1,High,Pocillopora,damicornis,13-123,1267,40,82,0.512,13-123_25,7.5,5,4,3,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1567,2,High,Pocillopora,damicornis,13-123,1268,45,117,0.615,13-123_25,7.5,5,4,3,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1569,1,High,Pocillopora,damicornis,13-123,1271,135,432,0.688,13-123_6,4.7,5,4,3,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1569,2,High,Pocillopora,damicornis,13-123,1272,116,353,0.671,13-123_6,4.7,5,4,3,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1571,1,High,Pocillopora,damicornis,13-123,1275,40,104,0.615,13-123_9,6.2,5,4,3,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1571,2,High,Pocillopora,damicornis,13-123,1276,42,103,0.592,13-123_9,6.2,5,4,3,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1573,1,High,Pocillopora,damicornis,13-123,1279,80,195,0.59,13-123_21,5.6,5,4,3,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1573,2,High,Pocillopora,damicornis,13-123,1280,53,131,0.595,13-123_21,5.6,5,4,3,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1649,1,High,Pocillopora,damicornis,13-123,1285,178,551,0.677,13-123_27,7.1,5,4,26,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1649,2,High,Pocillopora,damicornis,13-123,1286,248,763,0.675,13-123_27,7.1,5,4,26,1,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1651,1,High,Pocillopora,damicornis,13-123,1289,54,143,0.622,13-123_26,8.3,5,4,26,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1651,2,High,Pocillopora,damicornis,13-123,1290,113,214,0.472,13-123_26,8.3,5,4,26,3,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1653,1,High,Pocillopora,damicornis,13-123,1293,271,836,0.676,13-123_28,6.1,5,4,26,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1653,2,High,Pocillopora,damicornis,13-123,1294,243,695,0.65,13-123_28,6.1,5,4,26,5,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1655,1,High,Pocillopora,damicornis,13-123,1297,142,415,0.658,13-123_11,5.3,5,4,26,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1655,2,High,Pocillopora,damicornis,13-123,1298,116,327,0.645,13-123_11,5.3,5,4,26,7,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1657,1,High,Pocillopora,damicornis,13-123,1301,268,865,0.69,13-123_7,4.3,5,4,26,9,Large,Northern GBR,Princess Charlotte,Mid
18/01/2019,1657,2,High,Pocillopora,damicornis,13-123,1302,192,572,0.664,13-123_7,4.3,5,4,26,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1277,1,High,Acropora,tenuis,13-123,2437,286,725,0.606,13-123_3,4,4,2,1,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1277,2,High,Acropora,tenuis,13-123,2438,283,752,0.624,13-123_3,4,4,2,1,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1279,1,High,Acropora,tenuis,13-123,2441,253,767,0.67,13-123_4,5.6,4,2,1,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1279,2,High,Acropora,tenuis,13-123,2442,287,837,0.657,13-123_4,5.6,4,2,1,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1375,1,High,Acropora,tenuis,13-123,2478,129,379,0.66,13-123_3,4,4,3,97,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1375,2,High,Acropora,tenuis,13-123,2479,161,448,0.641,13-123_3,4,4,3,97,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1377,1,High,Acropora,tenuis,13-123,2482,187,362,0.483,13-123_4,5.6,4,3,97,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1377,2,High,Acropora,tenuis,13-123,2483,189,427,0.557,13-123_4,5.6,4,3,97,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1355,1,High,Acropora,tenuis,13-123,2519,240,724,0.669,13-123_3,4,4,4,25,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1355,2,High,Acropora,tenuis,13-123,2520,250,778,0.679,13-123_3,4,4,4,25,7,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1357,1,High,Acropora,tenuis,13-123,2523,272,780,0.651,13-123_4,5.6,4,4,25,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1357,2,High,Acropora,tenuis,13-123,2524,207,646,0.68,13-123_4,5.6,4,4,25,9,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1331,1,High,Acropora,tenuis,13-123,2383,103,189,0.455,13-123_5,4,5,2,19,1,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1331,2,High,Acropora,tenuis,13-123,2384,99,223,0.556,13-123_5,4,5,2,19,1,Large,Northern GBR,Princess Charlotte,Mid
16/01/2019,1333,1,High,Acropora,tenuis,13-123,2387,83,216,0.616,13-123_22,6.2,5,2,19,3,Large,Northern GBR,Princess Charlotte,Mid
